1,5,1047,613,230,428,205,40,29
6,10,1047,613,230,428,205,40,29
11,15,1047,613,230,428,205,40,29
16,20,1047,613,230,428,205,43,29
21,25,1047,613,230,428,205,45,29
26,30,1047,613,230,428,205,46,29
31,35,1047,613,230,428,205,49,29
36,40,1047,613,230,428,205,52,29
41,45,1047,613,230,428,205,54,29
46,50,1047,613,230,428,205,55,29
51,55,1047,613,230,428,205,59,33
56,60,1047,613,230,428,205,61,34
61,65,1047,613,230,428,205,63,36
66,70,1047,613,230,428,205,65,39
71,75,1047,613,230,428,205,67,41
76,80,1047,613,230,428,205,69,42
81,85,1047,613,230,428,205,71,43
86,90,1047,613,230,428,205,72,45
91,95,1047,613,230,428,205,74,46
96,100,1047,613,230,428,205,77,47
101,105,1047,613,262,428,205,80,48
106,110,1047,613,269,428,205,82,49
111,115,1047,613,278,428,205,83,52
116,120,1047,613,284,428,205,86,54
121,125,1047,613,292,428,205,88,55
126,130,1047,613,297,428,205,90,56
131,135,1047,613,307,428,205,92,57
136,140,1047,613,314,428,205,94,59
141,145,1047,613,321,428,205,96,60
146,150,1047,613,329,428,205,98,61
151,155,1047,613,337,428,232,101,64
156,160,1047,613,343,428,236,103,64
161,165,1047,613,352,428,241,105,65
166,170,1047,613,360,428,246,108,66
171,175,1047,613,366,428,252,109,67
176,180,1047,613,374,428,257,111,67
181,185,1047,613,383,428,262,115,68
186,190,1047,613,389,428,267,117,70
191,195,1047,613,396,428,272,118,71
196,200,1047,613,404,428,278,120,72
201,205,1047,613,412,428,282,136,73
206,210,1047,613,419,428,286,138,75
211,215,1047,613,427,428,291,140,77
216,220,1047,613,433,428,295,143,79
221,225,1047,613,442,428,302,144,80
226,230,1047,613,450,428,306,146,81
231,235,1047,613,458,428,312,150,82
236,240,1047,613,464,428,316,152,84
241,245,1047,613,473,428,321,154,86
246,250,1047,613,479,428,327,156,88
251,255,1047,613,486,428,332,158,89
256,260,1047,613,491,428,336,160,90
261,265,1047,613,499,428,340,161,93
266,270,1047,613,505,428,343,165,93
271,275,1047,613,513,428,349,166,94
276,280,1047,613,519,428,352,168,95
281,285,1047,613,526,428,358,170,96
286,290,1047,613,532,428,361,172,99
291,295,1047,613,538,428,365,175,100
296,300,1047,613,544,428,370,177,101
301,310,1178,692,558,480,378,181,103
311,320,1208,709,570,491,388,186,105
321,330,1236,725,584,503,398,189,107
331,340,1263,740,599,514,406,194,111
341,350,1293,757,611,526,413,198,114
351,360,1319,773,624,536,423,203,116
361,370,1348,789,637,547,431,207,119
371,380,1376,803,651,557,440,211,121
381,390,1404,821,663,568,451,214,124
391,400,1431,836,676,580,458,217,126
401,410,1460,853,690,591,467,222,128
411,420,1487,868,703,601,475,227,130
421,430,1516,885,715,612,484,232,133
431,440,1544,901,729,624,492,236,137
441,450,1571,916,741,634,501,239,138
451,460,1599,932,754,647,511,244,140
461,470,1627,949,768,657,520,248,144
471,480,1656,966,782,667,528,252,145
481,490,1682,981,795,677,537,257,148
491,500,1711,996,807,688,545,261,150
501,510,1794,1058,843,733,577,276,151
511,520,1819,1072,854,742,584,281,155
521,530,1843,1086,864,752,591,283,156
531,540,1867,1099,877,763,600,287,160
541,550,1891,1112,887,772,607,291,163
551,560,1917,1127,900,780,614,293,164
561,570,1941,1143,911,789,623,297,168
571,580,1964,1155,922,799,629,301,169
581,590,1990,1169,933,809,636,305,172
591,600,2013,1181,944,818,645,307,173
601,610,2039,1197,957,829,652,312,174
611,620,2062,1211,967,836,660,316,178
621,630,2087,1225,978,846,667,318,179
631,640,2112,1237,990,856,675,325,182
641,650,2136,1252,1001,865,683,327,184
651,660,2161,1265,1013,875,690,331,185
661,670,2183,1281,1025,883,699,335,190
671,680,2208,1293,1035,893,705,338,191
681,690,2232,1307,1047,903,713,341,194
691,700,2256,1321,1057,912,721,344,196
701,710,2279,1336,1070,922,728,350,197
711,720,2306,1350,1081,931,736,353,201
721,730,2329,1362,1091,939,742,356,201
731,740,2354,1376,1104,950,751,360,204
741,750,2378,1391,1114,960,760,363,206
751,760,2399,1403,1123,967,765,365,207
761,770,2421,1416,1133,975,772,369,209
771,780,2440,1427,1144,982,777,371,210
781,790,2461,1438,1153,990,784,375,214
791,800,2483,1449,1161,998,789,377,215
801,810,2502,1462,1172,1006,797,382,216
811,820,2522,1473,1180,1015,803,385,219
821,830,2544,1485,1189,1024,809,387,220
831,840,2565,1497,1200,1030,816,392,222
841,850,2585,1508,1210,1037,822,394,226
851,860,2607,1520,1219,1046,830,398,227
861,870,2627,1532,1229,1053,835,401,229
871,880,2646,1543,1237,1061,841,404,230
881,890,2668,1556,1247,1070,847,407,232
891,900,2689,1567,1256,1077,854,409,233
901,910,2710,1578,1265,1085,859,412,235
911,920,2728,1591,1276,1094,866,416,239
921,930,2750,1602,1284,1100,874,418,240
931,940,2770,1614,1295,1108,879,421,242
941,950,2793,1626,1304,1116,886,424,244
951,960,2813,1637,1313,1124,892,428,245
961,970,2832,1649,1323,1132,900,432,248
971,980,2855,1660,1333,1140,905,434,250
981,990,2873,1673,1342,1149,911,438,252
991,1000,2895,1683,1351,1156,916,439,253
1001,1025,2940,1708,1371,1172,931,446,258
1026,1050,2981,1731,1389,1187,944,453,261
1051,1075,3023,1757,1409,1204,958,459,265
1076,1100,3065,1781,1427,1220,970,465,268
1101,1125,3109,1804,1448,1234,982,473,273
1126,1150,3149,1828,1467,1250,995,478,276
1151,1175,3193,1854,1486,1267,1008,485,281
1176,1200,3236,1876,1504,1282,1021,490,284
1201,1225,3278,1901,1524,1299,1035,498,289
1226,1250,3319,1925,1543,1313,1048,503,291
1251,1275,3363,1949,1562,1330,1060,511,296
1276,1300,3404,1972,1579,1346,1072,516,299
1301,1325,3447,1998,1601,1361,1086,523,304
1326,1350,3490,2021,1620,1376,1099,528,307
1351,1375,3533,2045,1639,1393,1112,535,312
1376,1400,3575,2069,1657,1408,1124,541,316
1401,1425,3617,2094,1677,1425,1137,548,320
1426,1450,3657,2116,1695,1441,1151,554,322
1451,1475,3702,2141,1716,1456,1164,560,327
1476,1500,3743,2165,1733,1472,1176,566,330
1501,1525,3787,2188,1753,1487,1189,573,334
1526,1550,3828,2212,1773,1504,1201,580,339
1551,1575,3873,2239,1793,1520,1215,587,343
1576,1600,3912,2261,1809,1534,1227,592,347
1601,1625,3957,2286,1829,1551,1242,599,352
1626,1650,3998,2310,1849,1567,1254,604,354
1651,1675,4041,2334,1868,1582,1268,611,358
1676,1700,4083,2356,1885,1598,1279,616,363
1701,1725,4127,2381,1907,1614,1293,624,367
1726,1750,4167,2404,1925,1630,1305,629,370
1751,1775,4211,2428,1945,1646,1319,636,374
1776,1800,4252,2452,1963,1660,1332,642,377
1801,1825,4295,2478,1982,1677,1346,650,381
1826,1850,4337,2499,2001,1693,1357,656,384
1851,1875,4381,2525,2021,1708,1371,662,389
1876,1900,4422,2549,2039,1724,1382,668,392
1901,1925,4465,2572,2059,1740,1397,675,397
1926,1950,4508,2596,2078,1756,1409,680,400
1951,1975,4549,2621,2098,1773,1424,686,404
1976,2000,4592,2644,2116,1788,1433,692,410
2001,2025,4620,2659,2127,1797,1443,698,412
2026,2050,4646,2675,2139,1805,1450,702,415
2051,2075,4674,2691,2151,1816,1460,706,416
2076,2100,4700,2703,2162,1825,1467,709,419
2101,2125,4728,2720,2174,1834,1475,714,421
2126,2150,4754,2736,2185,1844,1483,717,424
2151,2175,4783,2750,2197,1854,1491,722,426
2176,2200,4807,2765,2206,1863,1498,726,428
2201,2225,4835,2781,2220,1873,1507,730,431
2226,2250,4862,2795,2231,1879,1512,733,435
2251,2275,4891,2812,2243,1890,1523,738,437
2276,2300,4916,2825,2263,1899,1530,741,439
2301,2325,4946,2840,2278,1909,1538,746,442
2326,2350,4970,2857,2300,1919,1546,750,445
2351,2375,5000,2871,2316,1929,1554,754,447
2376,2400,5024,2885,2336,1937,1561,759,449
2401,2425,5052,2900,2354,1947,1570,763,451
2426,2450,5078,2917,2383,1955,1577,766,455
2451,2475,5107,2933,2394,1965,1587,772,456
2476,2500,5133,2945,2419,1975,1594,774,458
2501,2550,5187,2975,2473,1993,1609,782,465
2551,2600,5241,3007,2508,2012,1624,789,468
2601,2650,5295,3036,2548,2031,1640,798,474
2651,2700,5349,3066,2586,2049,1657,806,479
2701,2750,5403,3095,2627,2068,1673,813,485
2751,2800,5456,3126,2667,2087,1689,822,490
2801,2850,5512,3157,2706,2105,1703,831,495
2851,2900,5567,3186,2745,2125,1720,839,499
2901,2950,5619,3217,2782,2142,1736,847,504
2951,3000,5673,3247,2818,2162,1751,855,508
3001,3050,5727,3277,2861,2180,1768,863,515
3051,3100,5783,3308,2899,2199,1783,871,519
3101,3150,5835,3338,2941,2218,1799,878,525
3151,3200,5891,3367,2975,2236,1815,886,529
3201,3250,5944,3398,3018,2254,1830,895,536
3251,3300,5999,3428,3057,2274,1848,903,540
3301,3350,6051,3458,3095,2293,1864,911,546
3351,3400,6107,3489,3133,2311,1877,920,550
3401,3450,6161,3518,3178,2329,1894,927,556
3451,3500,6215,3549,3207,2349,1910,935,561
3501,3550,6268,3579,3249,2368,1926,944,566
3551,3600,6322,3609,3287,2385,1942,951,571
3601,3650,6378,3639,3331,2403,1957,960,575
3651,3700,6431,3667,3368,2424,1974,969,579
3701,3750,6485,3700,3404,2442,1990,975,585
3751,3800,6539,3729,3443,2460,2004,983,589
